,prompt,summary
2389,Lisa went on a 52 km. She divided the distance traveled evenly over 4 days. How many meters did Lisa walk each day?,"var1 = find(distance traveled by Lisa), var2 = find(number of days), return(var1/var2 * 1000)"
1854,"Ellen had 380 legos, but she lost 57 of them. How many legos does she have now?","var1 = find(initial legos), var2 = find(legos lost), var3 = subtract(var1, var2), CALL, return(var3)"
687,The ring toss game at the carnival made the same amount of money each day. In total in 5 days they earned 165 dollars.How much did they make per day?,"var1 = find(Total earnings), var2 = find(Days), var3 = div(var1, var2), CALL, return(var3)"
745,Maria stored ninety-three cloves of garlic in the kitchen. She used eighty-six for roast chicken for dinner. How many cloves of garlic does she have left?,"var1 = find(total cloves), var2 = find(used cloves), var3 = subtract(var1, var2), CALL, return(var3)"
2110,Mrs. Hilt ate 5 apples every hour. How many apples had she eaten at the end of 3 hours?,"var1 = find(apples eaten per hour), var2 = multiply(var1, 3), CALL, return(var2)"
2408,Mrs. Hilt bought a yoyo for 24 cents and a whistle for 14 cents. How much did she spend in all for the two toys?,"var1 = find(cost of yoyo), var2 = find(cost of whistle), var3 = add(var1, var2), CALL, return(var3)"
1730,We ordered 21 pizzas. Each pizza has 8 slices. How many slices of pizza are there altogether?,"var1 = find(pizzas ordered), var2 = find(slices per pizza), var3 = multiply(var1, var2), CALL, return(var3)"
445,Every day Ryan spends 6 hours on learning english and 5 hours on learning chinese. If he learns for 2 daysHow many hours does he spend on learning english in all?,"var1 = find(hours spent in learning english), var2 = find(days spent in learning), var3 = multiply(var1, var2), CALL, return(var3)"
249,53 campers went rowing in the morning 48 campers went rowing in the afternoon and 49 campers went rowing in the evening.How many more campers went rowing in the morning than in the evening?,"var1 = find(morning campers), var2 = find(evening campers), var3 = subtract(var1, var2), CALL, return(var3)"
1399,"While sorting some beads, Jenna put 74 beads in the first jar, 83 beads in the second jar, 92 beads in the third jar, and 101 beads in the fourth jar. If this pattern continues, how many beads will Jenna put in the fifth jar?","var1 = find(""beads in the first jar""), var2 = find(""beads in the second jar""), var3 = find(""beads in the third jar""), var4 = find(""beads in the fourth jar""), var5 = add(var4, 9), return(var5)"
1225,At the arcade Henry had won fifty-eight tickets. Later he won forty more tickets. How many tickets did Henry have total?,"var1 = find(starting tickets), var2 = find(new tickets), var1 = add(var1, var2), CALL, return(var1)"
2352,2 beavers were working on their home. 1 went for a swim. How many beavers are still working on their home?,"var1 = find(beavers working on home), var2 = find(beavers going for a swim), var1 = subtract(var1, var2), CALL, return(var1)"
1139,"Sarah bought 8 new shirts for school. If she already had 9 shirts, how many did she own total?","var1 = find(starting shirts), var2 = find(new shirts), var3 = add(var1, var2), CALL, return(var3)"
2321,"Before they end the meeting, Tom counted the total number of robots in his collection. He has 6 sets of robots and each set is composed of 7 robots. How many robots does Tom have in his collection?","var1 = find(number of sets), var2 = find(number of robots per set), var1 = multiply(var1, var2), CALL, return(var1)"
358,Debby bought 153 water bottles when they were on sale. She drank the same number of bottles each day. If the bottles lasted for 17 daysHow many bottles did she drink each day?,"var1 = find(total bottles), var2 = find(sale duration), var3 = divide(var1, var2), CALL, return(var3)"
136,Because of the decision Sofia asked the students to suggest specific types of food. If 269 students suggested adding bacon 330 suggested adding mashed potatoes to the menu and 76 suggested adding tomatoesHow many more students suggested mashed potatoes than those that suggested bacon?,"var1 = find(bacon), var2 = subtract(330, 269), CALL, return(var2)"
1439,"At the town carnival Billy rode the ferris wheel seven times and the bumper cars three times. If each ride cost five tickets, how many tickets did he use?","var1 = find(ferris wheel rides), var2 = find(bumper car rides), var1 = add(var1, var2), CALL, var2 = find(tickets per ride), var3 = multiply(var1, var2), CALL, return(var3)"
588,The Ferris wheel in paradise park has 4 seats. If 20 people can ride the wheel at the same timeHow many people can each seat hold?,"var1 = find(seats in Ferris wheel), var2 = find(people can ride at once), var3 = divide(var2, var1), CALL, return(var3)"
1495,Chris is inviting 82 friends to a party. He has 1804 cookies and 10 peices of candy. How many cookies will each friend get?,"var1 = find(cookies), var2 = find(friends), var3 = divide(var1, var2), CALL, var4 = multiply(var3, var2), CALL, var5 = subtract(var1, var4), CALL, return(var3)"
2092,"Lizzie lives in a very big and polluted city. Being an advocate for the environment, she organized a cleanup drive to help reduce the pollution. They started by cleaning the rivers that flow through and around the city. If her group was able to collect 387 pounds of garbage and another group gathered 39 pounds less than Lizzie's group, how much garbage were the two groups able to gather?","var1 = find(garbage collected by Lizzie's group), var2 = find(garbage collected by the other group), var1 = add(var1, var2), CALL, return(var1)"
1971,Robin has 27 packages of gum. There are 18 pieces in each package. How many pieces of gum does Robin have?,"var1 = find(packages of gum), var2 = find(pieces in each package), var3 = multiply(var1, var2), CALL, return(var3)"
1806,"Andrew's 4 friends decided to bring food as well. If each of them brought 4 slices of pizza, how many slices of pizza do they have in total?","var1 = find(number of friends), var2 = find(slices of pizza per person), var1 = multiply(var1, var2), CALL, return(var1)"
2094,"Annie's mother has also been asked to be a part of the surprise. She was tasked to be in charge of drinks. She made 25 glasses of orange juice, 15 glasses of grape juice and 5 glasses of apple juice. How many glasses of juice would there be?","var1 = find(orange juice), var2 = find(grape juice), var1 = add(var1, var2), CALL, var2 = find(apple juice), var1 = add(var1, var2), CALL, return(var1)"
32,Luke played 177 rounds of a trivia game. If he gained 46 points in each roundHow many points did he score in the game?,"var1 = find(rounds), var2 = find(points per round), var3 = multiply(var1, var2), CALL, return(var3)"
98,After Jessie started to go jogging everyday she lost 35 kilograms. She weighed 69 kilograms before beginning jogging.How much does she weigh now?,"var1 = find(Jessie's weight before jogging), var2 = subtract(var1, 35), CALL, return(var2)"
1037,"Cody had nine old video games he wanted to get rid of. If he gave his friend four of the games, how many does he still have?","var1 = find(total video games), var2 = find(games given to friend), var3 = subtract(var1, var2), CALL, return(var3)"
245,Jerry had 7 action figures and 2 books on a shelf in his room. Later he added 4 more books to the shelf.How many more action figures than books were on his shelf?,"var1 = find(action figures), var2 = find(books before), var3 = find(books after), var4 = subtract(var1, var3), CALL, return(var4)"
1682,"White t-shirts can be purchased in packages of 6. If Mom buys 71 packages, how many white t-shirts will she have?","var1 = find(packages of t-shirts), var2 = find(tshirts per package), var3 = multiply(var1, var2), CALL, return(var3)"
13,In a school there are 732 girls and 761 boys. 682 more girls and 8 more boys joined the school.How many girls are there in the school now?,"var1 = find(girls), var2 = find(girls joined), var1 = add(var1, var2), CALL, var3 = find(boys), var4 = find(boys joined), var3 = add(var3, var4), CALL, var5 = add(var1, var3), CALL, return(var1)"
1864,Connie has 41 red markers and 64 blue markers. How many markers does she have altogether?,"var1 = find(red markers), var2 = find(blue markers), var3 = add(var1, var2), CALL, return(var3)"
1003,"Jaden is putting together first-aid kits. He has 39 large bandages and 26 small bandages, and he wants each kit to be identical, with no bandages left over. What is the greatest number of first-aid kits Jaden could put together?","var1 = find(""large bandages""), var2 = find(""small bandages""), var3 = find_gcd(var1, var2), return(var3)"
179,There are 20 houses in a block. If a mailman has to give 32 pieces of junk mail to each house in each blockHow many pieces of junk mail should he give each block?,"var1 = find(houses in a block), var2 = multiply(var1, 32), CALL, return(var2)"
78,Allan brought 6 balloons and Jake brought 3 balloons to the park. Jake then bought 4 more balloons at the park.How many more balloons did Jake have than Allan in the park?,"var1 = find(Allan balloons), var2 = find(Jake balloons initially), var3 = add(var2, 4), CALL, var4 = subtract(var3, var1), CALL, return(var4)"
312,There were 10 roses in the vase. Jessica cut 8 more roses from her flower garden and put them in the vase.How many roses are there in the vase now?,"var1 = find(roses in vase), var2 = find(roses added), var3 = add(var1, var2), CALL, return(var3)"
1913,"He then classified some of the rocks into igneous, metamorphic and sedimentary. If each classification has 246 samples each, how many rocks does he have in all?","var1 = find(samples per classification), var2 = find(number of classifications), var1 = multiply(var1, var2), CALL, return(var1)"
1217,Rachel took two dollars from her piggy bank. Now she has three dollars in her piggy bank. How much money was originally in there? ,"var1 = find(taken money), var2 = find(left money), var3 = add(var1, var2), CALL, return(var3)"
1430,"Tom read three chapters of a book. If each chapter was eight pages, how many pages did he read?","var1 = find(chapters read), var2 = find(pages per chapter), var3 = multiply(var1, var2), CALL, return(var3)"
1981,"Chris, tasked to lead the newspaper collection, was able to obtain 42 newspapers from their neighborhood. If his sister Lily helped him and was able to get 23 more newspapers from another block, how many newspapers were they able to collect together?","var1 = find(Chris newspapers), var2 = find(newspapers from Lily), var1 = add(var1, var2), CALL, return(var1)"
1432,Haley grew sixteen trees in her backyard. After a typhoon five died. How many trees does she have left?,"var1 = find(total trees), var2 = find(dead trees), var3 = subtract(var1, var2), CALL, return(var3)"
1405,Luke was helping his mom wash clothes. They washed six loads with seven towels in each load. How many towels did they wash total?,"var1 = find(washed loads), var2 = find(towels per load), var3 = multiply(var1, var2), CALL, return(var3)"
